"","surveyid","BTNW","offset","project_id","location","gisid","source","organization","sensor","buffer","latitude","longitude","year","project","topsecret","useNorth","useSouth","Easting","Northing","date_time","task_method","duration","distance","BTNW_binary","year_id","visit_num","visit_id"
"440",151190,1,0.462709416,1409,"CL-F1002-41","593579.639446041_6122106.17695049","WildTrax","BU","PC",NA,55.258593,-113.526968,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593579.6394,6122106.177,"2012-05-27 8:29","PC",300,Inf,1,1,1,"1_1"
"441",151676,0,0.462709416,1409,"CL-F1002-52","593791.717297772_6121898.90485559","WildTrax","BU","PC",NA,55.25669,-113.5237,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593791.7173,6121898.905,"2012-05-27 8:59","PC",300,Inf,0,1,1,"1_1"
"442",154666,0,0.609798193,1409,"CL-F13-1","600840.482946917_6118537.29205117","WildTrax","BU","PC",NA,55.22509,-113.414,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600840.4829,6118537.292,"2012-05-28 5:05","PC",300,Inf,0,1,1,"1_1"
"443",144632,1,0.468225245,1409,"CL-C403-21","598526.499029743_6119621.43255341","WildTrax","BU","PC",NA,55.2353,-113.45,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598526.499,6119621.433,"2012-05-28 6:14","PC",300,Inf,1,1,1,"1_1"
"444",144348,1,0.62843207,1409,"CL-C403-12","598340.260488692_6119416.99367716","WildTrax","BU","PC",NA,55.2335,-113.453,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598340.2605,6119416.994,"2012-05-28 6:34","PC",300,Inf,1,1,1,"1_1"
"445",144537,2,0.611884583,1409,"CL-C403-14","598348.551416084_6119043.27909929","WildTrax","BU","PC",NA,55.23014,-113.453,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598348.5514,6119043.279,"2012-05-28 6:59","PC",300,Inf,1,1,1,"1_1"
"446",156387,1,0.462709416,1409,"CL-F403-12","599099.638860823_6116558.99458986","WildTrax","BU","PC",NA,55.207665,-113.442063,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599099.6389,6116558.995,"2012-05-28 9:42","PC",300,Inf,1,1,1,"1_1"
"447",156192,1,0.462709416,1409,"CL-F402-24","597928.293728596_6124527.84193973","WildTrax","BU","PC",NA,55.27951,-113.4577,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597928.2937,6124527.842,"2012-05-29 5:17","PC",300,Inf,1,1,1,"1_1"
"448",156096,1,0.462709416,1409,"CL-F402-23","597930.925580619_6124695.93293297","WildTrax","BU","PC",NA,55.28102,-113.4576,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597930.9256,6124695.933,"2012-05-29 5:35","PC",300,Inf,1,1,1,"1_1"
"449",154189,1,0.462709416,1409,"CL-F102-2","597213.768335635_6124379.66441398","WildTrax","BU","PC",NA,55.27832,-113.469,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597213.7683,6124379.664,"2012-05-29 7:39","PC",300,Inf,1,1,1,"1_1"
"450",142539,1,0.462709416,1409,"CL-C12-1","596800.529862954_6122942.89780794","WildTrax","BU","PC",NA,55.26549,-113.476,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596800.5299,6122942.898,"2012-05-30 5:02","PC",300,Inf,1,1,1,"1_1"
"451",160348,0,0.510549748,1409,"CL-R403-1","595940.291718851_6123699.44770033","WildTrax","BU","PC",NA,55.272457,-113.48928,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595940.2917,6123699.448,"2012-05-30 5:15","PC",300,Inf,0,2,1,"2_1"
"452",142069,1,0.510549748,1409,"CL-C102-1","595662.499950342_6122677.80210772","WildTrax","BU","PC",NA,55.26333,-113.494,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595662.5,6122677.802,"2012-05-30 5:36","PC",300,Inf,1,2,1,"2_1"
"453",142163,1,0.481095513,1409,"CL-C102-2","595666.272709935_6122503.17753529","WildTrax","BU","PC",NA,55.26176,-113.494,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595666.2727,6122503.178,"2012-05-30 5:48","PC",300,Inf,1,1,1,"1_1"
"454",160514,0,0.609798193,1409,"CL-R403-3","596281.430136859_6123720.98750211","WildTrax","BU","PC",NA,55.272584,-113.483903,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596281.4301,6123720.988,"2012-05-30 5:54","PC",300,Inf,0,2,1,"2_1"
"455",143965,0,0.609798193,1409,"CL-C402-22","596483.332504669_6122919.28216938","WildTrax","BU","PC",NA,55.26534,-113.481,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596483.3325,6122919.282,"2012-05-30 7:05","PC",300,Inf,0,2,1,"2_1"
"456",136343,0,0.609798193,1409,"CL-BUFF-B8","595859.507058716_6124217.36643667","WildTrax","BU","PC",NA,55.277127,-113.490375,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595859.5071,6124217.366,"2012-05-30 7:32","PC",300,Inf,0,2,1,"2_1"
"457",158088,0,0.609798193,1409,"CL-R103-BUF","596174.432058314_6124659.85453775","WildTrax","BU","PC",NA,55.281042,-113.485266,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596174.4321,6124659.855,"2012-05-30 8:20","PC",300,Inf,0,2,1,"2_1"
"458",136423,0,0.609798193,1409,"CL-BUFF-B9","595743.977956397_6124730.19467887","WildTrax","BU","PC",NA,55.281758,-113.492019,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595743.978,6124730.195,"2012-05-30 8:50","PC",300,Inf,0,2,1,"2_1"
"459",159005,1,0.473741074,1409,"CL-R401-5","593980.574935883_6125036.34567235","WildTrax","BU","PC",NA,55.284849,-113.51968,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593980.5749,6125036.346,"2012-05-31 5:15","PC",300,Inf,1,1,1,"1_1"
"460",136003,0,0.468225245,1409,"CL-BUFF-B4","592050.541338051_6120891.27972281","WildTrax","BU","PC",NA,55.247963,-113.551426,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592050.5413,6120891.28,"2012-05-31 6:12","PC",300,Inf,0,1,1,"1_1"
"461",158921,0,0.622916241,1409,"CL-R401-4","594578.261888067_6125244.81908966","WildTrax","BU","PC",NA,55.286608,-113.510199,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594578.2619,6125244.819,"2012-05-31 7:13","PC",300,Inf,0,1,1,"1_1"
"462",158837,1,0.473741074,1409,"CL-R401-3","594372.576316015_6125253.0009085","WildTrax","BU","PC",NA,55.286721,-113.513435,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594372.5763,6125253.001,"2012-05-31 7:39","PC",300,Inf,1,2,1,"2_1"
"463",142917,0,0.462709416,1409,"CL-C401-13","593618.393724494_6123182.70256377","WildTrax","BU","PC",NA,55.26826,-113.526,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593618.3937,6123182.703,"2012-06-01 5:12","PC",300,Inf,0,1,1,"1_1"
"464",145916,0,0.462709416,1409,"CL-CC2-4","593403.976109504_6121298.72335315","WildTrax","BU","PC",NA,55.25137,-113.53,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593403.9761,6121298.723,"2012-06-01 5:46","PC",300,Inf,0,1,1,"1_1"
"465",143105,1,0.488449952,1409,"CL-C401-21","593863.935818849_6123588.49721205","WildTrax","BU","PC",NA,55.27186,-113.522,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593863.9358,6123588.497,"2012-06-01 6:02","PC",300,Inf,1,1,1,"1_1"
"466",143201,1,0.462709416,1409,"CL-C401-22","593868.369960926_6123379.39142674","WildTrax","BU","PC",NA,55.26998,-113.522,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593868.37,6123379.391,"2012-06-01 6:13","PC",300,Inf,1,1,1,"1_1"
"467",146173,0,0.462709416,1409,"CL-CC2-7","593472.979432627_6121040.906317","WildTrax","BU","PC",NA,55.24904,-113.529,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593472.9794,6121040.906,"2012-06-01 6:25","PC",300,Inf,0,2,1,"2_1"
"468",155333,0,0.462709416,1409,"CL-F401-41","593156.173293461_6120991.9486091","WildTrax","BU","PC",NA,55.24866,-113.534,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593156.1733,6120991.949,"2012-06-01 7:00","PC",300,Inf,0,1,1,"1_1"
"469",157752,1,0.462709416,1409,"CL-R102-EB","594149.694294585_6119024.8925665","WildTrax","BU","PC",NA,55.230794,-113.519028,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594149.6943,6119024.893,"2012-06-02 6:04","PC",300,Inf,1,1,1,"1_1"
"470",157666,0,0.481095513,1409,"CL-R102-2","594158.469220695_6118890.21253831","WildTrax","BU","PC",NA,55.229582,-113.518935,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594158.4692,6118890.213,"2012-06-02 6:18","PC",300,Inf,0,1,1,"1_1"
"471",135836,0,0.462709416,1409,"CL-BUFF-B2","593756.660493907_6119019.23351935","WildTrax","BU","PC",NA,55.230818,-113.52521,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593756.6605,6119019.234,"2012-06-02 7:00","PC",300,Inf,0,2,1,"2_1"
"472",136260,1,0.510549748,1409,"CL-BUFF-B7","592899.70400629_6119404.5644386","WildTrax","BU","PC",NA,55.234443,-113.538558,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592899.704,6119404.564,"2012-06-02 7:51","PC",300,Inf,1,1,1,"1_1"
"473",158256,0,0.462709416,1409,"CL-R11-BUF","593072.652417507_6119408.41507524","WildTrax","BU","PC",NA,55.234445,-113.535837,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593072.6524,6119408.415,"2012-06-02 8:05","PC",300,Inf,0,1,1,"1_1"
"474",148676,0,0.473741074,1409,"CL-F1001-23","591204.935627592_6123138.99943868","WildTrax","BU","PC",NA,55.26832,-113.564,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,591204.9356,6123138.999,"2012-06-03 7:01","PC",300,Inf,0,1,1,"1_1"
"475",137182,0,0.470063855,1409,"CL-C1001-23","594722.513530643_6122061.14881621","WildTrax","BU","PC",NA,55.25797,-113.509,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594722.5135,6122061.149,"2012-06-03 7:15","PC",300,Inf,0,2,2,"2_2"
"476",148299,0,0.473741074,1409,"CL-F1001-13","590950.672928798_6123144.89590065","WildTrax","BU","PC",NA,55.26842,-113.568,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,590950.6729,6123144.896,"2012-06-03 7:19","PC",300,Inf,0,2,2,"2_2"
"477",137091,0,0.470063855,1409,"CL-C1001-22","594718.27893845_6122259.13117818","WildTrax","BU","PC",NA,55.25975,-113.509,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594718.2789,6122259.131,"2012-06-03 7:30","PC",300,Inf,0,2,2,"2_2"
"478",137466,0,0.490288562,1409,"CL-C1001-31","594966.998286825_6122514.83164166","WildTrax","BU","PC",NA,55.262,-113.505,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594966.9983,6122514.832,"2012-06-03 7:55","PC",300,Inf,0,1,1,"1_1"
"479",138320,0,0.470063855,1409,"CL-C1001-45","595218.911704207_6121671.86334591","WildTrax","BU","PC",NA,55.254376,-113.501321,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595218.9117,6121671.863,"2012-06-03 8:45","PC",300,Inf,0,1,2,"1_2"
"480",153813,0,0.462709416,1409,"CL-F1003-54","600644.05232449_6115980.04589327","WildTrax","BU","PC",NA,55.20215,-113.418,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600644.0523,6115980.046,"2012-06-04 5:32","PC",300,Inf,0,1,1,"1_1"
"481",139853,0,0.462709416,1409,"CL-C1002-51","596496.590588304_6122310.87808283","WildTrax","BU","PC",NA,55.25987,-113.481,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596496.5906,6122310.878,"2012-06-04 5:57","PC",300,Inf,0,1,2,"1_2"
"482",151288,1,0.462709416,1409,"CL-F1002-42","593601.363194456_6121902.22199574","WildTrax","BU","PC",NA,55.256756,-113.526694,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593601.3632,6121902.222,"2012-06-04 6:07","PC",300,Inf,1,2,2,"2_2"
"483",140915,1,0.611884583,1409,"CL-C1003-32","599586.143764336_6117797.19443434","WildTrax","BU","PC",NA,55.218694,-113.433981,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599586.1438,6117797.194,"2012-06-04 7:13","PC",300,Inf,1,1,2,"1_2"
"484",139288,1,0.481095513,1409,"CL-C1002-32","596183.646830369_6122089.30309266","WildTrax","BU","PC",NA,55.25794,-113.486,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596183.6468,6122089.303,"2012-06-04 7:39","PC",300,Inf,1,2,1,"2_1"
"485",150510,1,0.149443654,1409,"CL-F1002-22","212096.036768886_6130274.92115362","WildTrax","BU","PC",NA,55.25671,-119.53315,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,TRUE,212096.0368,6130274.921,"2012-06-04 7:44","PC",300,Inf,1,1,2,"1_2"
"486",152069,1,0.462709416,1409,"CL-F1003-12","599872.013541026_6116348.74552919","WildTrax","BU","PC",NA,55.20562,-113.43,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599872.0135,6116348.746,"2012-06-04 8:07","PC",300,Inf,1,1,2,"1_2"
"487",150217,0,0.149443654,1409,"CL-F1002-13","211902.052995167_6130085.58727328","WildTrax","BU","PC",NA,55.2549,-119.536,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,TRUE,211902.053,6130085.587,"2012-06-04 8:32","PC",300,Inf,0,1,2,"1_2"
"488",139100,0,0.481095513,1409,"CL-C1002-24","595937.355401499_6121723.42059855","WildTrax","BU","PC",NA,55.2547,-113.49,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595937.3554,6121723.421,"2012-06-04 8:45","PC",300,Inf,0,2,1,"2_1"
"489",141396,2,0.475579684,1409,"CL-C1003-44","599885.23069785_6117400.97441851","WildTrax","BU","PC",NA,55.215073,-113.42942,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599885.2307,6117400.974,"2012-06-04 8:53","PC",300,Inf,1,1,2,"1_2"
"490",154190,0,0.462709416,1409,"CL-F102-2","597213.768335635_6124379.66441398","WildTrax","BU","PC",NA,55.27832,-113.469,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597213.7683,6124379.664,"2012-06-05 5:12","PC",300,Inf,0,1,2,"1_2"
"491",162948,1,0.462709416,1409,"CL-S403-42","597866.700091488_6120702.91401796","WildTrax","BU","PC",NA,55.24515,-113.46,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597866.7001,6120702.914,"2012-06-05 5:40","PC",300,Inf,1,1,1,"1_1"
"492",152169,0,0.462709416,1409,"CL-F1003-13","599876.344424611_6116156.32854039","WildTrax","BU","PC",NA,55.20389,-113.43,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599876.3444,6116156.329,"2012-06-05 5:43","PC",300,Inf,0,1,2,"1_2"
"493",144349,0,0.62843207,1409,"CL-C403-12","598340.260488692_6119416.99367716","WildTrax","BU","PC",NA,55.2335,-113.453,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598340.2605,6119416.994,"2012-06-05 6:00","PC",300,Inf,0,1,2,"1_2"
"494",154667,0,0.609798193,1409,"CL-F13-1","600840.482946917_6118537.29205117","WildTrax","BU","PC",NA,55.22509,-113.414,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600840.4829,6118537.292,"2012-06-05 8:32","PC",300,Inf,0,1,2,"1_2"
"495",156097,1,0.462709416,1409,"CL-F402-23","597930.925580619_6124695.93293297","WildTrax","BU","PC",NA,55.28102,-113.4576,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597930.9256,6124695.933,"2012-06-05 8:39","PC",300,Inf,1,1,2,"1_2"
"496",156193,0,0.462709416,1409,"CL-F402-24","597928.293728596_6124527.84193973","WildTrax","BU","PC",NA,55.27951,-113.4577,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597928.2937,6124527.842,"2012-06-05 8:49","PC",300,Inf,0,1,2,"1_2"
"497",143966,1,0.609798193,1409,"CL-C402-22","596483.332504669_6122919.28216938","WildTrax","BU","PC",NA,55.26534,-113.481,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596483.3325,6122919.282,"2012-06-07 5:35","PC",300,Inf,1,2,2,"2_2"
"498",159006,1,0.473741074,1409,"CL-R401-5","593980.574935883_6125036.34567235","WildTrax","BU","PC",NA,55.284849,-113.51968,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593980.5749,6125036.346,"2012-06-07 5:53","PC",300,Inf,1,1,2,"1_2"
"499",142540,0,0.462709416,1409,"CL-C12-1","596800.529862954_6122942.89780794","WildTrax","BU","PC",NA,55.26549,-113.476,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596800.5299,6122942.898,"2012-06-07 5:58","PC",300,Inf,0,1,2,"1_2"
"500",136344,1,0.609798193,1409,"CL-BUFF-B8","595859.507058716_6124217.36643667","WildTrax","BU","PC",NA,55.277127,-113.490375,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595859.5071,6124217.366,"2012-06-07 6:05","PC",300,Inf,1,2,2,"2_2"
"501",136424,1,0.609798193,1409,"CL-BUFF-B9","595743.977956397_6124730.19467887","WildTrax","BU","PC",NA,55.281758,-113.492019,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595743.978,6124730.195,"2012-06-07 6:20","PC",300,Inf,1,2,2,"2_2"
"502",142918,0,0.462709416,1409,"CL-C401-13","593618.393724494_6123182.70256377","WildTrax","BU","PC",NA,55.26826,-113.526,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593618.3937,6123182.703,"2012-06-07 6:30","PC",300,Inf,0,1,2,"1_2"
"503",143873,1,0.609798193,1409,"CL-C402-21","596479.260373709_6123106.14129658","WildTrax","BU","PC",NA,55.26702,-113.481,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596479.2604,6123106.141,"2012-06-07 6:30","PC",300,Inf,1,2,1,"2_1"
"504",158089,0,0.609798193,1409,"CL-R103-BUF","596174.432058314_6124659.85453775","WildTrax","BU","PC",NA,55.281042,-113.485266,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596174.4321,6124659.855,"2012-06-07 6:50","PC",300,Inf,0,2,2,"2_2"
"505",158922,1,0.622916241,1409,"CL-R401-4","594578.261888067_6125244.81908966","WildTrax","BU","PC",NA,55.286608,-113.510199,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594578.2619,6125244.819,"2012-06-07 6:54","PC",300,Inf,1,1,2,"1_2"
"506",143393,0,0.462709416,1409,"CL-C401-24","593876.671909732_6122987.87437445","WildTrax","BU","PC",NA,55.26646,-113.522,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593876.6719,6122987.874,"2012-06-07 7:04","PC",300,Inf,0,2,1,"2_1"
"507",143106,0,0.488449952,1409,"CL-C401-21","593863.935818849_6123588.49721205","WildTrax","BU","PC",NA,55.27186,-113.522,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593863.9358,6123588.497,"2012-06-07 7:42","PC",300,Inf,0,1,2,"1_2"
"508",142070,0,0.510549748,1409,"CL-C102-1","595662.499950342_6122677.80210772","WildTrax","BU","PC",NA,55.26333,-113.494,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595662.5,6122677.802,"2012-06-07 8:26","PC",300,Inf,0,2,2,"2_2"
"509",156388,1,0.462709416,1409,"CL-F403-12","599099.638860823_6116558.99458986","WildTrax","BU","PC",NA,55.207665,-113.442063,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599099.6389,6116558.995,"2012-06-08 5:15","PC",300,Inf,1,1,2,"1_2"
"510",159673,0,0.486611342,1409,"CL-R402-3","592015.166549764_6121838.27126205","WildTrax","BU","PC",NA,55.25648,-113.551673,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592015.1665,6121838.271,"2012-06-08 5:30","PC",300,Inf,0,1,1,"1_1"
"511",156486,1,0.462709416,1409,"CL-F403-13","599120.62193294_6116385.97863985","WildTrax","BU","PC",NA,55.206106,-113.441794,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599120.6219,6116385.979,"2012-06-08 5:30","PC",300,Inf,1,1,1,"1_1"
"512",145917,0,0.462709416,1409,"CL-CC2-4","593403.976109504_6121298.72335315","WildTrax","BU","PC",NA,55.25137,-113.53,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593403.9761,6121298.723,"2012-06-08 6:05","PC",300,Inf,0,1,2,"1_2"
"513",160515,1,0.609798193,1409,"CL-R403-3","596281.430136859_6123720.98750211","WildTrax","BU","PC",NA,55.272584,-113.483903,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596281.4301,6123720.988,"2012-06-08 8:05","PC",300,Inf,1,2,2,"2_2"
"514",136004,0,0.468225245,1409,"CL-BUFF-B4","592050.541338051_6120891.27972281","WildTrax","BU","PC",NA,55.247963,-113.551426,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592050.5413,6120891.28,"2012-06-08 8:12","PC",300,Inf,0,1,2,"1_2"
"515",150218,0,0.149443654,1409,"CL-F1002-13","211902.052995167_6130085.58727328","WildTrax","BU","PC",NA,55.2549,-119.536,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,TRUE,211902.053,6130085.587,"2012-06-09 5:29","PC",300,Inf,0,1,3,"1_3"
"516",157753,0,0.462709416,1409,"CL-R102-EB","594149.694294585_6119024.8925665","WildTrax","BU","PC",NA,55.230794,-113.519028,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594149.6943,6119024.893,"2012-06-09 5:40","PC",300,Inf,0,1,2,"1_2"
"517",157667,0,0.481095513,1409,"CL-R102-2","594158.469220695_6118890.21253831","WildTrax","BU","PC",NA,55.229582,-113.518935,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594158.4692,6118890.213,"2012-06-09 5:56","PC",300,Inf,0,1,2,"1_2"
"518",135837,0,0.462709416,1409,"CL-BUFF-B2","593756.660493907_6119019.23351935","WildTrax","BU","PC",NA,55.230818,-113.52521,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593756.6605,6119019.234,"2012-06-09 6:32","PC",300,Inf,0,2,2,"2_2"
"519",137183,0,0.470063855,1409,"CL-C1001-23","594722.513530643_6122061.14881621","WildTrax","BU","PC",NA,55.25797,-113.509,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594722.5135,6122061.149,"2012-06-09 6:42","PC",300,Inf,0,2,3,"2_3"
"520",137467,0,0.490288562,1409,"CL-C1001-31","594966.998286825_6122514.83164166","WildTrax","BU","PC",NA,55.262,-113.505,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594966.9983,6122514.832,"2012-06-09 7:28","PC",300,Inf,0,1,2,"1_2"
"521",158257,0,0.462709416,1409,"CL-R11-BUF","593072.652417507_6119408.41507524","WildTrax","BU","PC",NA,55.234445,-113.535837,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593072.6524,6119408.415,"2012-06-09 7:31","PC",300,Inf,0,1,2,"1_2"
"522",136261,0,0.510549748,1409,"CL-BUFF-B7","592899.70400629_6119404.5644386","WildTrax","BU","PC",NA,55.234443,-113.538558,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592899.704,6119404.564,"2012-06-09 8:01","PC",300,Inf,0,1,2,"1_2"
"523",151192,1,0.462709416,1409,"CL-F1002-41","593579.639446041_6122106.17695049","WildTrax","BU","PC",NA,55.258593,-113.526968,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593579.6394,6122106.177,"2012-06-09 8:12","PC",300,Inf,1,1,2,"1_2"
"524",138321,0,0.470063855,1409,"CL-C1001-45","595218.911704207_6121671.86334591","WildTrax","BU","PC",NA,55.254376,-113.501321,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595218.9117,6121671.863,"2012-06-09 8:35","PC",300,Inf,0,1,3,"1_3"
"525",151678,1,0.462709416,1409,"CL-F1002-52","593791.717297772_6121898.90485559","WildTrax","BU","PC",NA,55.25669,-113.5237,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593791.7173,6121898.905,"2012-06-09 8:43","PC",300,Inf,1,1,2,"1_2"
"526",152071,0,0.462709416,1409,"CL-F1003-12","599872.013541026_6116348.74552919","WildTrax","BU","PC",NA,55.20562,-113.43,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599872.0135,6116348.746,"2012-06-10 5:11","PC",300,Inf,0,1,3,"1_3"
"527",152170,2,0.462709416,1409,"CL-F1003-13","599876.344424611_6116156.32854039","WildTrax","BU","PC",NA,55.20389,-113.43,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599876.3444,6116156.329,"2012-06-10 5:22","PC",300,Inf,1,1,3,"1_3"
"528",139101,0,0.481095513,1409,"CL-C1002-24","595937.355401499_6121723.42059855","WildTrax","BU","PC",NA,55.2547,-113.49,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595937.3554,6121723.421,"2012-06-10 5:43","PC",300,Inf,0,2,2,"2_2"
"529",148677,0,0.473741074,1409,"CL-F1001-23","591204.935627592_6123138.99943868","WildTrax","BU","PC",NA,55.26832,-113.564,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,591204.9356,6123138.999,"2012-06-10 6:22","PC",300,Inf,0,1,2,"1_2"
"530",140916,1,0.611884583,1409,"CL-C1003-32","599586.143764336_6117797.19443434","WildTrax","BU","PC",NA,55.218694,-113.433981,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599586.1438,6117797.194,"2012-06-10 6:55","PC",300,Inf,1,1,3,"1_3"
"531",139289,0,0.481095513,1409,"CL-C1002-32","596183.646830369_6122089.30309266","WildTrax","BU","PC",NA,55.25794,-113.486,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596183.6468,6122089.303,"2012-06-10 6:57","PC",300,Inf,0,2,2,"2_2"
"532",149734,0,0.473741074,1409,"CL-F1001-52","591708.164562703_6123383.0724987","WildTrax","BU","PC",NA,55.27042,-113.556,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,591708.1646,6123383.072,"2012-06-10 7:16","PC",300,Inf,0,1,2,"1_2"
"533",153331,0,0.462709416,1409,"CL-F1003-43","600512.367929787_6116174.02790624","WildTrax","BU","PC",NA,55.20392,-113.42,2012,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600512.3679,6116174.028,"2012-06-10 7:42","PC",300,Inf,0,1,2,"1_2"
